# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
17318at4891	Complete	h2tg000101l_path	93510	95645	+	706.7	481	https://www.orthodb.org/v10?query=17318at4891	Translation initiation factor eIF-2B subunit epsilon
17330at4891	Complete	h2tg000065l_path	162612	163580	+	274.6	218	https://www.orthodb.org/v10?query=17330at4891	Ribonuclease III
17339at4891	Complete	h2tg000048l_path	48520	47156	-	190.7	190	https://www.orthodb.org/v10?query=17339at4891	Cysteine protease
17370at4891	Complete	h2tg000146l_path	73409	75802	+	409.7	511	https://www.orthodb.org/v10?query=17370at4891	Spindle pole body component
17406at4891	Complete	h2tg000137l_path	48310	47420	-	391.4	250	https://www.orthodb.org/v10?query=17406at4891	ATP phosphoribosyltransferase
17410at4891	Complete	h2tg000051l_path	9313	8288	-	325.1	242	https://www.orthodb.org/v10?query=17410at4891	Arp2/3 complex 34 kDa subunit
17426at4891	Complete	h2tg000089l_path	131791	131168	-	214.9	134	https://www.orthodb.org/v10?query=17426at4891	Zinc finger, CCCH-type
17461at4891	Complete	h2tg000033l_path	20304	16571	-	572.2	815	https://www.orthodb.org/v10?query=17461at4891	Rax2
17473at4891	Complete	h2tg000116l_path	11200	10025	-	359.3	255	https://www.orthodb.org/v10?query=17473at4891	Acyltransferase-domain-containing protein
17477at4891	Complete	h2tg000044l_path	45714	47030	+	334.6	263	https://www.orthodb.org/v10?query=17477at4891	Mevalonate kinase
17516at4891	Complete	h2tg000039l_path	145885	146907	+	404.7	258	https://www.orthodb.org/v10?query=17516at4891	tRNA-dihydrouridine synthase
17542at4891	Complete	h2tg000021l_path	42070	43287	+	392.8	329	https://www.orthodb.org/v10?query=17542at4891	Sorting nexin-4
17547at4891	Complete	h2tg000099l_path	144789	143836	-	346.0	250	https://www.orthodb.org/v10?query=17547at4891	GPI inositol-deacylase
17604at4891	Missing
17607at4891	Complete	h2tg000039l_path	141934	143682	+	269.3	161	https://www.orthodb.org/v10?query=17607at4891	Zinc finger C2H2 superfamily
17704at4891	Complete	h2tg000006l_path	16956	15478	-	457.5	315	https://www.orthodb.org/v10?query=17704at4891	Alpha-1,3/1,6-mannosyltransferase ALG2
17712at4891	Complete	h2tg000042l_path	54212	55534	+	356.8	303	https://www.orthodb.org/v10?query=17712at4891	WD40-repeat-containing domain
17728at4891	Complete	h2tg000097l_path	5444	6343	+	430.3	238	https://www.orthodb.org/v10?query=17728at4891	Cyclin-dependent kinase 7
17752at4891	Complete	h2tg000055l_path	199450	197542	-	407.5	274	https://www.orthodb.org/v10?query=17752at4891	Rab-GTPase-TBC domain
17759at4891	Complete	h2tg000072l_path	33090	32311	-	272.5	171	https://www.orthodb.org/v10?query=17759at4891	DNA-directed RNA polymerase III subunit RPC6
17769at4891	Complete	h2tg000005l_path	37251	39353	+	272.9	497	https://www.orthodb.org/v10?query=17769at4891	RINT-1/Tip20
17771at4891	Complete	h2tg000118l_path	72809	73939	+	450.2	259	https://www.orthodb.org/v10?query=17771at4891	Mitochondrial carrier
17785at4891	Complete	h2tg000058l_path	35966	37342	+	505.4	348	https://www.orthodb.org/v10?query=17785at4891	WD40-repeat-containing domain
17826at4891	Complete	h2tg000020l_path	153572	154795	+	435.1	310	https://www.orthodb.org/v10?query=17826at4891	Protein BTN
17830at4891	Complete	h2tg000142l_path	29025	29999	+	364.4	222	https://www.orthodb.org/v10?query=17830at4891	P-loop containing nucleoside triphosphate hydrolase
17869at4891	Complete	h2tg000037l_path	72003	70897	-	599.7	330	https://www.orthodb.org/v10?query=17869at4891	Methionine aminopeptidase
17870at4891	Complete	h2tg000102l_path	55644	56753	+	355.9	266	https://www.orthodb.org/v10?query=17870at4891	Aminoacyl-tRNA synthetase, class Ic
17872at4891	Complete	h2tg000024l_path	84717	85829	+	325.6	276	https://www.orthodb.org/v10?query=17872at4891	Mo25-like protein
17889at4891	Complete	h2tg000077l_path	39905	38739	-	362.3	267	https://www.orthodb.org/v10?query=17889at4891	Diacylglycerol O-acyltransferase 1
17898at4891	Complete	h2tg000055l_path	44635	42998	-	248.8	288	https://www.orthodb.org/v10?query=17898at4891	Zinc finger, RING/FYVE/PHD-type
17901at4891	Complete	h2tg000090l_path	86568	87656	+	369.6	298	https://www.orthodb.org/v10?query=17901at4891	cytochrome b-c1 complex subunit 2
17912at4891	Complete	h2tg000008l_path	20699	19521	-	386.9	286	https://www.orthodb.org/v10?query=17912at4891	Protein HGH1
17919at4891	Complete	h2tg000006l_path	147284	148468	+	551.5	283	https://www.orthodb.org/v10?query=17919at4891	Nicotinamide-nucleotide adenylyltransferase
17975at4891	Complete	h2tg000109l_path	3634	2321	-	315.8	294	https://www.orthodb.org/v10?query=17975at4891	similar to Saccharomyces cerevisiae YAL022C FUN26 Vacuolar membrane transporter with broad nucleoside selectivity
17976at4891	Complete	h2tg000135l_path	50321	49362	-	313.0	251	https://www.orthodb.org/v10?query=17976at4891	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1
18035at4891	Complete	h2tg000029l_path	101711	103456	+	282.1	297	https://www.orthodb.org/v10?query=18035at4891	WW domain
18042at4891	Fragmented	h2tg000028l_path	62606	63394	+	419.3	233	https://www.orthodb.org/v10?query=18042at4891	Malate dehydrogenase
18047at4891	Fragmented	h2tg000052l_path	751	1521	+	410.4	238	https://www.orthodb.org/v10?query=18047at4891	Diphosphomevalonate decarboxylase
18087at4891	Complete	h2tg000083l_path	34998	35984	+	398.5	256	https://www.orthodb.org/v10?query=18087at4891	Arginase
18097at4891	Complete	h2tg000097l_path	12436	11318	-	326.5	266	https://www.orthodb.org/v10?query=18097at4891	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
18113at4891	Complete	h2tg000027l_path	2954	4336	+	302.7	281	https://www.orthodb.org/v10?query=18113at4891	Low temperature viability protein
18118at4891	Complete	h2tg000065l_path	302887	301358	-	150.3	208	https://www.orthodb.org/v10?query=18118at4891	ATPase synthesis protein 25, mitochondrial
18135at4891	Complete	h2tg000055l_path	49565	50656	+	438.3	289	https://www.orthodb.org/v10?query=18135at4891	RNA 3'-terminal phosphate cyclase
18141at4891	Complete	h2tg000058l_path	40871	42106	+	432.5	309	https://www.orthodb.org/v10?query=18141at4891	tRNA dimethylallyltransferase
18221at4891	Complete	h2tg000108l_path	3563	4804	+	441.7	301	https://www.orthodb.org/v10?query=18221at4891	Endoplasmic reticulum vesicle transporter, C-terminal
18264at4891	Complete	h2tg000068l_path	86211	87212	+	468.6	277	https://www.orthodb.org/v10?query=18264at4891	p-loop containing nucleoside triphosphate hydrolase protein
18324at4891	Complete	h2tg000042l_path	65771	67258	+	297.6	273	https://www.orthodb.org/v10?query=18324at4891	Asparagine synthase
18356at4891	Complete	h2tg000065l_path	291826	290556	-	246.1	200	https://www.orthodb.org/v10?query=18356at4891	Similar to Saccharomyces cerevisiae YMR091C NPL6 Component of the RSC chromatin remodeling complex
18378at4891	Complete	h2tg000055l_path	189255	189989	+	406.7	215	https://www.orthodb.org/v10?query=18378at4891	Cytochrome c-like domain
18389at4891	Complete	h2tg000014l_path	276285	275200	-	245.6	242	https://www.orthodb.org/v10?query=18389at4891	Alpha-ketoacid dehydrogenase kinase
18405at4891	Complete	h2tg000093l_path	198	1109	+	417.1	257	https://www.orthodb.org/v10?query=18405at4891	Phosphoribosylaminoimidazole-succinocarboxamide synthase
18416at4891	Complete	h2tg000100l_path	100519	99425	-	348.1	252	https://www.orthodb.org/v10?query=18416at4891	WD40-repeat-containing domain
18437at4891	Complete	h2tg000009l_path	29952	31455	+	295.4	292	https://www.orthodb.org/v10?query=18437at4891	Dol-P-Glc
18446at4891	Complete	h2tg000009l_path	6973	5171	-	356.1	359	https://www.orthodb.org/v10?query=18446at4891	Glycosylphosphatidylinositol synthesis N-acetylglucosaminyltransferase complex, subunit PIG-Q/GPI1
18482at4891	Complete	h2tg000099l_path	100659	99400	-	285.3	269	https://www.orthodb.org/v10?query=18482at4891	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial
18487at4891	Complete	h2tg000013l_path	70448	68741	-	360.9	292	https://www.orthodb.org/v10?query=18487at4891	Zinc finger, RING/FYVE/PHD-type
18510at4891	Complete	h2tg000013l_path	95626	96621	+	376.9	241	https://www.orthodb.org/v10?query=18510at4891	mitochondrial carrier
18523at4891	Complete	h2tg000104l_path	56780	57946	+	348.2	307	https://www.orthodb.org/v10?query=18523at4891	Proteasome component (PCI) domain
18553at4891	Complete	h2tg000006l_path	56275	55259	-	605.4	317	https://www.orthodb.org/v10?query=18553at4891	Delta-aminolevulinic acid dehydratase
18573at4891	Complete	h2tg000073l_path	30251	28980	-	333.6	252	https://www.orthodb.org/v10?query=18573at4891	cobW-domain-containing protein
18616at4891	Complete	h2tg000082l_path	73935	75248	+	591.0	361	https://www.orthodb.org/v10?query=18616at4891	Phosphatidylinositol N-acetylglucosaminyltransferase GPI3 subunit
18663at4891	Complete	h2tg000013l_path	215720	214260	-	697.6	362	https://www.orthodb.org/v10?query=18663at4891	ATP-dependent rRNA helicase RRP3
18694at4891	Complete	h2tg000032l_path	14180	15253	+	426.6	260	https://www.orthodb.org/v10?query=18694at4891	C-5 sterol desaturase
18728at4891	Complete	h2tg000108l_path	5156	7644	+	561.2	487	https://www.orthodb.org/v10?query=18728at4891	Dbl homology (DH) domain
18733at4891	Complete	h2tg000065l_path	265644	266537	+	456.3	233	https://www.orthodb.org/v10?query=18733at4891	CRAL-TRIO lipid binding domain
18783at4891	Complete	h2tg000064l_path	30279	29248	-	307.9	253	https://www.orthodb.org/v10?query=18783at4891	Endoplasmic reticulum vesicle transporter, C-terminal
18789at4891	Complete	h2tg000003l_path	27572	26415	-	293.1	250	https://www.orthodb.org/v10?query=18789at4891	RAI1-like
18790at4891	Complete	h2tg000048l_path	93401	94630	+	423.8	326	https://www.orthodb.org/v10?query=18790at4891	RNA polymerase I associated factor, A49-like protein
18793at4891	Complete	h2tg000021l_path	235294	234143	-	510.2	299	https://www.orthodb.org/v10?query=18793at4891	GPN-loop GTPase
18805at4891	Complete	h2tg000128l_path	225	1133	+	347.9	230	https://www.orthodb.org/v10?query=18805at4891	Exoribonuclease, phosphorolytic domain 1
18806at4891	Complete	h2tg000020l_path	97515	98482	+	392.7	238	https://www.orthodb.org/v10?query=18806at4891	Ornithine carbamoyltransferase
18807at4891	Complete	h2tg000066l_path	87522	86431	-	442.4	260	https://www.orthodb.org/v10?query=18807at4891	mitochondrial carrier
18808at4891	Complete	h2tg000019l_path	41163	40195	-	351.0	210	https://www.orthodb.org/v10?query=18808at4891	DNA/RNA non-specific endonuclease
18812at4891	Complete	h2tg000029l_path	287604	286636	-	351.3	230	https://www.orthodb.org/v10?query=18812at4891	Mitochondrial metalloendopeptidase OMA1
18822at4891	Complete	h2tg000082l_path	156781	155462	-	486.3	276	https://www.orthodb.org/v10?query=18822at4891	Zn(2)-C6 fungal-type DNA-binding domain
18829at4891	Complete	h2tg000069l_path	21108	22277	+	383.2	294	https://www.orthodb.org/v10?query=18829at4891	Putative oxidoreductase
18882at4891	Complete	h2tg000073l_path	22340	23878	+	191.8	256	https://www.orthodb.org/v10?query=18882at4891	SWIB/MDM2 domain
18887at4891	Complete	h2tg000002l_path	177066	175414	-	606.7	334	https://www.orthodb.org/v10?query=18887at4891	Dual specificity phosphatase, catalytic domain
18893at4891	Complete	h2tg000082l_path	12795	11713	-	341.7	224	https://www.orthodb.org/v10?query=18893at4891	Spindle assembly checkpoint kinase
18899at4891	Complete	h2tg000080l_path	39096	40043	+	502.4	263	https://www.orthodb.org/v10?query=18899at4891	rRNA adenine N(6)-methyltransferase
18913at4891	Complete	h2tg000109l_path	24227	25402	+	579.2	326	https://www.orthodb.org/v10?query=18913at4891	Pyridoxal phosphate-dependent transferase
18919at4891	Complete	h2tg000046l_path	22660	21332	-	483.9	303	https://www.orthodb.org/v10?query=18919at4891	ERG4/ERG24 ergosterol biosynthesis protein
18949at4891	Complete	h2tg000065l_path	320706	318847	-	236.5	325	https://www.orthodb.org/v10?query=18949at4891	Ku80
18954at4891	Complete	h2tg000015l_path	32732	33736	+	326.9	215	https://www.orthodb.org/v10?query=18954at4891	Mitochondrial carrier
18990at4891	Complete	h2tg000034l_path	9612	8482	-	211.0	189	https://www.orthodb.org/v10?query=18990at4891	tRNA-splicing endonuclease subunit Sen2
18994at4891	Complete	h2tg000099l_path	47911	48996	+	591.4	308	https://www.orthodb.org/v10?query=18994at4891	Ribosomal protein L4/L1e
18995at4891	Complete	h2tg000028l_path	7538	6456	-	400.8	246	https://www.orthodb.org/v10?query=18995at4891	Xylose isomerase-like superfamily
19016at4891	Complete	h2tg000049l_path	26627	28099	+	262.2	293	https://www.orthodb.org/v10?query=19016at4891	Cytoplasmic tRNA 2-thiolation protein 2
19057at4891	Complete	h2tg000099l_path	24175	25323	+	605.9	324	https://www.orthodb.org/v10?query=19057at4891	Sporulation protein RMD1
19161at4891	Complete	h2tg000104l_path	2043	3983	+	386.7	448	https://www.orthodb.org/v10?query=19161at4891	WD40/YVTN repeat-like-containing domain superfamily
19196at4891	Duplicated	h2tg000128l_path	67051	68409	+	348.6	265	https://www.orthodb.org/v10?query=19196at4891	Brix domain
19196at4891	Duplicated	h2tg000013l_path	216060	217418	+	343.8	265	https://www.orthodb.org/v10?query=19196at4891	Brix domain
19222at4891	Complete	h2tg000146l_path	13769	12834	-	302.0	205	https://www.orthodb.org/v10?query=19222at4891	Deoxycytidylate deaminase
19226at4891	Complete	h2tg000031l_path	73910	74863	+	407.7	250	https://www.orthodb.org/v10?query=19226at4891	S-methyl-5'-thioadenosine phosphorylase
19235at4891	Missing
19254at4891	Complete	h2tg000006l_path	27917	29421	+	450.9	329	https://www.orthodb.org/v10?query=19254at4891	alpha-ketoacid dehydrogenase kinase
19258at4891	Complete	h2tg000028l_path	5830	4448	-	267.2	226	https://www.orthodb.org/v10?query=19258at4891	kinase-like protein
19259at4891	Complete	h2tg000058l_path	17129	18862	+	319.0	284	https://www.orthodb.org/v10?query=19259at4891	Nucleotide-diphospho-sugar transferase
19264at4891	Complete	h2tg000024l_path	81062	82637	+	463.2	334	https://www.orthodb.org/v10?query=19264at4891	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
19275at4891	Complete	h2tg000022l_path	8434	9276	+	422.5	242	https://www.orthodb.org/v10?query=19275at4891	Mitochondrial carrier protein
19306at4891	Complete	h2tg000013l_path	81249	79435	-	356.4	250	https://www.orthodb.org/v10?query=19306at4891	Formate/nitrite transporter
19362at4891	Complete	h2tg000005l_path	160043	162409	+	358.3	387	https://www.orthodb.org/v10?query=19362at4891	Kinase-like protein
19373at4891	Complete	h2tg000066l_path	16611	15634	-	286.3	213	https://www.orthodb.org/v10?query=19373at4891	Histone acetyltransferase
19393at4891	Complete	h2tg000019l_path	128785	126857	-	369.4	321	https://www.orthodb.org/v10?query=19393at4891	peptidase S64
19416at4891	Complete	h2tg000022l_path	95790	96815	+	283.3	199	https://www.orthodb.org/v10?query=19416at4891	NUDIX hydrolase domain
19456at4891	Complete	h2tg000006l_path	132227	131181	-	492.9	297	https://www.orthodb.org/v10?query=19456at4891	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
19532at4891	Complete	h2tg000007l_path	66328	64805	-	582.6	394	https://www.orthodb.org/v10?query=19532at4891	Serine/threonine-protein phosphatase
19545at4891	Complete	h2tg000065l_path	72361	73776	+	424.6	294	https://www.orthodb.org/v10?query=19545at4891	Putative histone-lysine N-methyltransferase
19641at4891	Complete	h2tg000119l_path	27071	27775	+	136.3	144	https://www.orthodb.org/v10?query=19641at4891	Siroheme biosynthesis protein Met8
19663at4891	Complete	h2tg000100l_path	114007	112619	-	650.1	335	https://www.orthodb.org/v10?query=19663at4891	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
19696at4891	Complete	h2tg000073l_path	20146	21348	+	297.1	304	https://www.orthodb.org/v10?query=19696at4891	Protein of unknown function DUF1682
19731at4891	Complete	h2tg000037l_path	18916	17804	-	374.2	286	https://www.orthodb.org/v10?query=19731at4891	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
19756at4891	Complete	h2tg000014l_path	113705	116815	+	498.5	600	https://www.orthodb.org/v10?query=19756at4891	MMS19, C-terminal
19758at4891	Complete	h2tg000114l_path	58670	57813	-	454.8	238	https://www.orthodb.org/v10?query=19758at4891	Inorganic pyrophosphatase
19774at4891	Complete	h2tg000128l_path	109151	110242	+	489.1	250	https://www.orthodb.org/v10?query=19774at4891	GPI-anchor transamidase
19777at4891	Complete	h2tg000014l_path	55183	56190	+	293.9	216	https://www.orthodb.org/v10?query=19777at4891	Serine/threonine-protein phosphatase 2A activator
19827at4891	Complete	h2tg000055l_path	245937	245176	-	360.5	217	https://www.orthodb.org/v10?query=19827at4891	Ribose-5-phosphate isomerase
19842at4891	Complete	h2tg000087l_path	17716	15969	-	250.5	378	https://www.orthodb.org/v10?query=19842at4891	Transcription factor tau 60 kDa subunit
19854at4891	Complete	h2tg000059l_path	37725	38987	+	274.2	254	https://www.orthodb.org/v10?query=19854at4891	RGS domain
19858at4891	Complete	h2tg000090l_path	37129	35819	-	202.4	215	https://www.orthodb.org/v10?query=19858at4891	Eukaryotic translation initiation factor 4B
19942at4891	Complete	h2tg000010l_path	19228	17444	-	530.0	328	https://www.orthodb.org/v10?query=19942at4891	Transcription factor TFIIB
19965at4891	Complete	h2tg000099l_path	188183	189358	+	482.2	272	https://www.orthodb.org/v10?query=19965at4891	25S rRNA (Adenine(645)-N(1))-methyltransferase
19967at4891	Complete	h2tg000147l_path	40561	41859	+	394.3	272	https://www.orthodb.org/v10?query=19967at4891	Winged helix-like DNA-binding domain superfamily
19999at4891	Complete	h2tg000117l_path	101998	101129	-	200.1	180	https://www.orthodb.org/v10?query=19999at4891	Hsp70 nucleotide exchange factor FES1
20072at4891	Missing
20074at4891	Complete	h2tg000102l_path	19432	18176	-	240.3	269	https://www.orthodb.org/v10?query=20074at4891	Rmd5
20087at4891	Complete	h2tg000015l_path	1475	2428	+	387.0	222	https://www.orthodb.org/v10?query=20087at4891	DNA-directed RNA polymerase, insert domain
20141at4891	Complete	h2tg000005l_path	99133	99996	+	393.4	239	https://www.orthodb.org/v10?query=20141at4891	Nuclear protein SNF4
20145at4891	Complete	h2tg000007l_path	21674	22519	+	289.4	209	https://www.orthodb.org/v10?query=20145at4891	Rhomboid-domain-containing protein
20158at4891	Complete	h2tg000055l_path	64602	63469	-	336.4	262	https://www.orthodb.org/v10?query=20158at4891	Palmitoyltransferase
20167at4891	Complete	h2tg000101l_path	62755	61460	-	217.3	275	https://www.orthodb.org/v10?query=20167at4891	SET domain
20170at4891	Complete	h2tg000105l_path	17945	19249	+	602.8	350	https://www.orthodb.org/v10?query=20170at4891	Transcriptional adapter 2
20173at4891	Complete	h2tg000020l_path	101122	98712	-	567.3	505	https://www.orthodb.org/v10?query=20173at4891	tRNA ligase
20191at4891	Complete	h2tg000099l_path	15977	16795	+	286.9	201	https://www.orthodb.org/v10?query=20191at4891	PPM-type phosphatase domain
20197at4891	Complete	h2tg000082l_path	2693	3628	+	419.9	242	https://www.orthodb.org/v10?query=20197at4891	Ubiquinol-cytochrome c chaperone, CBP3
20201at4891	Complete	h2tg000102l_path	55106	54141	-	283.4	230	https://www.orthodb.org/v10?query=20201at4891	Probable cytosolic iron-sulfur protein assembly protein 1
20202at4891	Complete	h2tg000022l_path	22249	23250	+	399.9	273	https://www.orthodb.org/v10?query=20202at4891	Adenosine kinase
20206at4891	Complete	h2tg000144l_path	2574	1441	-	224.6	200	https://www.orthodb.org/v10?query=20206at4891	Protein phosphatase methylesterase 1
20242at4891	Complete	h2tg000044l_path	29726	30880	+	500.5	307	https://www.orthodb.org/v10?query=20242at4891	Mitochondrial import receptor subunit TOM40
20260at4891	Complete	h2tg000053l_path	31627	30755	-	411.3	237	https://www.orthodb.org/v10?query=20260at4891	Ribosome biogenesis protein BRX1
20285at4891	Complete	h2tg000097l_path	24322	23042	-	505.8	335	https://www.orthodb.org/v10?query=20285at4891	Winged helix DNA-binding domain superfamily
20323at4891	Complete	h2tg000021l_path	237145	238337	+	305.1	234	https://www.orthodb.org/v10?query=20323at4891	Putative glycosyltransferase HOC1
20333at4891	Complete	h2tg000045l_path	49980	48499	-	303.2	275	https://www.orthodb.org/v10?query=20333at4891	tRNA A64-2'-O-ribosylphosphate transferase
20367at4891	Complete	h2tg000129l_path	8048	9187	+	346.8	254	https://www.orthodb.org/v10?query=20367at4891	Anthranilate phosphoribosyltransferase
20375at4891	Complete	h2tg000115l_path	20167	18895	-	484.1	311	https://www.orthodb.org/v10?query=20375at4891	Phosphatidate cytidylyltransferase
20382at4891	Complete	h2tg000030l_path	68679	70475	+	240.3	301	https://www.orthodb.org/v10?query=20382at4891	Polynucleotide 5'-hydroxyl-kinase GRC3
20394at4891	Complete	h2tg000029l_path	173056	172142	-	403.0	247	https://www.orthodb.org/v10?query=20394at4891	Translation initiation factor eIF-2B subunit alpha
20461at4891	Complete	h2tg000020l_path	91238	89769	-	373.4	303	https://www.orthodb.org/v10?query=20461at4891	GPI-anchored wall transfer protein
20464at4891	Complete	h2tg000097l_path	14231	12801	-	479.8	349	https://www.orthodb.org/v10?query=20464at4891	Nucleotide-diphospho-sugar transferase
20532at4891	Complete	h2tg000123l_path	23531	22605	-	450.0	243	https://www.orthodb.org/v10?query=20532at4891	Acetolactate synthase, small subunit
20539at4891	Complete	h2tg000038l_path	77558	76461	-	436.3	285	https://www.orthodb.org/v10?query=20539at4891	Translation initiation factor eIF-2B subunit beta
20594at4891	Complete	h2tg000087l_path	38845	37883	-	334.0	243	https://www.orthodb.org/v10?query=20594at4891	Electron transfer flavoprotein, alpha subunit, C-terminal
20595at4891	Complete	h2tg000045l_path	115955	116995	+	352.3	262	https://www.orthodb.org/v10?query=20595at4891	NAD(P)-binding protein
20606at4891	Complete	h2tg000070l_path	81685	80459	-	513.4	316	https://www.orthodb.org/v10?query=20606at4891	Heat shock protein DnaJ, cysteine-rich domain
20608at4891	Complete	h2tg000054l_path	38565	37384	-	292.9	240	https://www.orthodb.org/v10?query=20608at4891	S-adenosylmethionine decarboxylase
20734at4891	Complete	h2tg000039l_path	174144	172987	-	328.5	246	https://www.orthodb.org/v10?query=20734at4891	Cell division control protein 73, C-terminal
20735at4891	Complete	h2tg000013l_path	197594	198649	+	163.1	211	https://www.orthodb.org/v10?query=20735at4891	Ribosomal protein L1
20748at4891	Complete	h2tg000002l_path	218599	217802	-	295.3	197	https://www.orthodb.org/v10?query=20748at4891	Proteasome subunit beta
20755at4891	Complete	h2tg000075l_path	139290	138454	-	317.0	226	https://www.orthodb.org/v10?query=20755at4891	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
20766at4891	Complete	h2tg000006l_path	148955	150075	+	500.3	289	https://www.orthodb.org/v10?query=20766at4891	Pyridoxal phosphate-dependent enzyme, beta subunit
20778at4891	Complete	h2tg000029l_path	12856	11543	-	329.5	258	https://www.orthodb.org/v10?query=20778at4891	Zinc finger, CCHC-type
20859at4891	Complete	h2tg000144l_path	34440	35315	+	425.2	253	https://www.orthodb.org/v10?query=20859at4891	Ribosome production factor 1
20893at4891	Complete	h2tg000031l_path	71472	72971	+	281.3	268	https://www.orthodb.org/v10?query=20893at4891	Histone methyltransferase complex subunit ASH2
20912at4891	Complete	h2tg000034l_path	59251	57206	-	351.0	428	https://www.orthodb.org/v10?query=20912at4891	Cullin homology domain
20921at4891	Complete	h2tg000002l_path	120395	121312	+	440.0	230	https://www.orthodb.org/v10?query=20921at4891	MPN domain
20960at4891	Complete	h2tg000067l_path	26624	27547	+	478.3	258	https://www.orthodb.org/v10?query=20960at4891	mitochondrial carrier
20998at4891	Missing
21019at4891	Complete	h2tg000056l_path	58602	57475	-	307.8	270	https://www.orthodb.org/v10?query=21019at4891	RNA methyltransferase
21022at4891	Missing
21024at4891	Complete	h2tg000082l_path	78341	79204	+	252.3	216	https://www.orthodb.org/v10?query=21024at4891	Ribosomal protein L24
21089at4891	Complete	h2tg000089l_path	171777	175367	+	455.9	556	https://www.orthodb.org/v10?query=21089at4891	putative protease AXL1
21145at4891	Complete	h2tg000118l_path	14952	16076	+	361.1	281	https://www.orthodb.org/v10?query=21145at4891	Tetratricopeptide repeat
21150at4891	Duplicated	h2tg000013l_path	92792	94012	+	489.0	298	https://www.orthodb.org/v10?query=21150at4891	Oxysterol-binding protein
21150at4891	Duplicated	h2tg000029l_path	128794	130089	+	478.4	298	https://www.orthodb.org/v10?query=21150at4891	Oxysterol-binding protein
21155at4891	Complete	h2tg000054l_path	57598	56205	-	301.9	259	https://www.orthodb.org/v10?query=21155at4891	RNA-binding domain superfamily
21160at4891	Complete	h2tg000072l_path	900	2210	+	336.8	237	https://www.orthodb.org/v10?query=21160at4891	RNA recognition motif domain
21169at4891	Complete	h2tg000097l_path	32407	31049	-	266.2	263	https://www.orthodb.org/v10?query=21169at4891	UBX domain
21182at4891	Complete	h2tg000058l_path	35195	34215	-	481.7	280	https://www.orthodb.org/v10?query=21182at4891	Probable mitochondrial transport protein
21192at4891	Complete	h2tg000143l_path	11408	10355	-	324.9	233	https://www.orthodb.org/v10?query=21192at4891	Mitochondrial carrier
21227at4891	Complete	h2tg000042l_path	36708	35893	-	391.0	225	https://www.orthodb.org/v10?query=21227at4891	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
21248at4891	Complete	h2tg000098l_path	77139	75916	-	365.6	284	https://www.orthodb.org/v10?query=21248at4891	5-methylaminomethyl-2-thiouridylate- methyltransferase
21253at4891	Complete	h2tg000137l_path	62168	60849	-	428.4	314	https://www.orthodb.org/v10?query=21253at4891	3-oxoacyl-
21260at4891	Complete	h2tg000014l_path	193626	195083	+	343.4	296	https://www.orthodb.org/v10?query=21260at4891	Protein ICE2
21277at4891	Missing
21297at4891	Complete	h2tg000055l_path	121401	122403	+	200.7	237	https://www.orthodb.org/v10?query=21297at4891	WD40 repeat
21312at4891	Complete	h2tg000129l_path	74260	75705	+	576.8	332	https://www.orthodb.org/v10?query=21312at4891	SH3 domain
21346at4891	Complete	h2tg000089l_path	60873	61869	+	275.4	214	https://www.orthodb.org/v10?query=21346at4891	Transcription factor Tfb4
21370at4891	Complete	h2tg000005l_path	83245	81782	-	204.4	256	https://www.orthodb.org/v10?query=21370at4891	Vacuolar fusion protein MON1
21396at4891	Complete	h2tg000089l_path	99894	100898	+	479.0	296	https://www.orthodb.org/v10?query=21396at4891	Transcription factor TFIIB
21428at4891	Missing
21431at4891	Complete	h2tg000019l_path	104350	102290	-	588.8	447	https://www.orthodb.org/v10?query=21431at4891	Histone-lysine N-methyltransferase
21450at4891	Complete	h2tg000117l_path	185332	184328	-	192.7	175	https://www.orthodb.org/v10?query=21450at4891	25S rRNA adenine-N(1) methyltransferase
21465at4891	Complete	h2tg000070l_path	60214	61083	+	441.2	253	https://www.orthodb.org/v10?query=21465at4891	U3 small nucleolar ribonucleoprotein IMP4
21467at4891	Complete	h2tg000065l_path	305176	304418	-	302.5	204	https://www.orthodb.org/v10?query=21467at4891	Glucose-6-phosphate 1-epimerase
21470at4891	Complete	h2tg000065l_path	227479	226565	-	260.4	213	https://www.orthodb.org/v10?query=21470at4891	Rab-GTPase-TBC domain
21506at4891	Fragmented	h2tg000143l_path	50957	52087	+	144.2	255	https://www.orthodb.org/v10?query=21506at4891	MIF4G-like domain superfamily
21513at4891	Complete	h2tg000089l_path	211179	209524	-	415.2	330	https://www.orthodb.org/v10?query=21513at4891	CCAAT-binding factor
